,addr,loc,d_hub
12529,"C-557, 2nd Floor, C Block, Near Penguin School , S ushant lok phase 1 - - Gurgaon","[28.486124,77.0629409]",48b6dba5107b422fb17325c85021dd4f
12530,"M. SRINIVASARAO PLOT NO: 87, SECTOR-18 F-14, FOOD CORPORATION OF INDIA, - GURGAON","[28.48359189,77.07198593]",48b6dba5107b422fb17325c85021dd4f
12531,SANTOSH VERMA 214 TOWER A  1ST FLOOR ANSAL CORPORATE PLAZA PALAM VIHAR - GURGAON,"[28.4968178,77.0212182]",a67a898ec4f4482bb79ee39293c330e9
12532,"ADITYA SINGH IXIGO, 2ND FLOOR, VERITAS BUILDING, BEHIND IBIS HOTEL - GURGAON","[28.431253333333334,77.10622833333333]",48b6dba5107b422fb17325c85021dd4f
12533,"SHWETA M J - 44, SECOND FLOOR,BLOCK JEMMA. EMERALD HILL. SECTOR - GURUGRAM","[28.403579592704773,77.06606090068817]",be7261b61da149aa805e10f395c46ed3
12534,"TAMOJIT CHAKRABORTY B 3  1102 TULIP ORANGE SEC-70 SOHNA ROAD, GURGAON, HARYANA - GURGAON","[28.3958052,77.0287851]",be7261b61da149aa805e10f395c46ed3
12535,H.no. 109 First Floor Sector - Gurugram - Gurugram,"[28.5037952,77.0638217]",a67a898ec4f4482bb79ee39293c330e9
12536,"H.no. 873,Sector 7 Extension Gurgaon Haryana - Gurgaon","[28.46725606,77.00757156]",b1b3de810f1d46619cd868a470ab831c
12537,"PARUL SHARMA TOWER 6, CANDOR TECHSPACE TKIRI, SECTOR 48 GURGAON - GURGAON","[28.4287047,77.0302134]",be7261b61da149aa805e10f395c46ed3
12538,"MANJU DUGGAL 449 A UDYOG VIHAR PHASE V GURGAON, 449 A - HR","[28.4970760345459,77.08537817001343]",b1b3de810f1d46619cd868a470ab831c
12539,"304, Shakti Apartments, Sector-15, Part-2, Gurgaon Near Reliance Fresh - - GURUGRAM","[28.4549488,77.0394527]",b1b3de810f1d46619cd868a470ab831c
12540,TEJINDER SINGH 589  IST FLOOR  SECTOR 27 - - GURUGRAM,"[28.486685156822205,77.06254720687866]",48b6dba5107b422fb17325c85021dd4f
12541,"BHUPENDRA VASHISHTA Y-145, REGENCY PARK-2DLF-PHASE -4, SECTOR -27 - GURUGRAM","[28.455811666666666,77.09701833333334]",48b6dba5107b422fb17325c85021dd4f
12542,1433Sector 10 A - - - Gurgaon,"[28.44596524,77.00318088]",b1b3de810f1d46619cd868a470ab831c
12543,"House No 68, Sector 4,Urban Estate - - - GURUGRAM","[28.479860548130848,77.01314086979448]",b1b3de810f1d46619cd868a470ab831c
12544,House No 482  Sector 43  Go - Gurgaon - Gurgaon,"[28.46858166666667,77.08825]",48b6dba5107b422fb17325c85021dd4f
12545,A4125 Block A DLF phase 1 - Gurugram - Gurugram,"[28.4774418,77.0879374]",48b6dba5107b422fb17325c85021dd4f
12546,ISHITAKHATTER FIRSTFLOORHNO24BLOCKJPHASE1NEW PALA MVIHAR - GURUGRAM,"[28.50605394,77.02087063]",b1b3de810f1d46619cd868a470ab831c
12547,"VINAY 38, Housing board colony, secto-7 ext....nea r market Haryana, IN Mobile: 8826640037 Email: vin - - -","[28.46749327,77.00644262]",b1b3de810f1d46619cd868a470ab831c
12548,carlson wagnolight travel (cwt) 1st floor towercce ntrum plazza opp sun city secter 53 gurgaon - - GURUGRAM,"[28.5014367,77.0505097]",48b6dba5107b422fb17325c85021dd4f
12549,RISHABH SRIVASTAVA NAGARRO SOFTWARES PLOT 371 ELECTRONIC CITY  UDYOG VIHAR - GURGAON,"[28.503274,77.0695778]",a67a898ec4f4482bb79ee39293c330e9
12550,"ARUNIMA H. NO 303, T-7M3M MERLIN, SECTOR 67 - GURUGRAM","[28.38942289352417,77.0588618516922]",be7261b61da149aa805e10f395c46ed3
12551,"Flat I-601, Maple Heights Apartments, Sushant Lok k -1, C block, - - Gurgaon","[28.45233034,77.07966227]",48b6dba5107b422fb17325c85021dd4f
12552,"Flat I-601, Maple Heights Apartments, Sushant Lok k -1, C block, - - Gurgaon","[28.48663323,77.06259315]",48b6dba5107b422fb17325c85021dd4f
12553,"SHIVANGI 1109, B4 TOWER, SPAZE I TECH PARK, SOHNA ROAD, SECTOR49, - GURGAON","[28.413439999999998,77.043965]",be7261b61da149aa805e10f395c46ed3
12554,"Plot no -14, sector -18, udyog vihar phase -4 Amer iprise financial, Palam Road - - Gurgaon","[28.491073460318148,77.07467095926404]",b1b3de810f1d46619cd868a470ab831c
12555,KANAKANAND MOODYSANALYTICS267UDYOGVIHARII ROAD UDYOGVIHARPHASE - GURUGRAM,"[28.50662553,77.08433229]",48b6dba5107b422fb17325c85021dd4f
12556,"LOVELEEN SHARMA HOUSE NO. 2061A, GALI NO 69-70, BLOCK D, LAXMAN VIHAR - GURGAON","[28.48263204,77.00603639]",b1b3de810f1d46619cd868a470ab831c
12557,3822 Flat No. 204 3rd Floor O - Gurugram - Gurugram,"[28.4688707,77.0417189]",a67a898ec4f4482bb79ee39293c330e9
12558,NEETU CHHABRAA FLAT NO 41.PARK VIEW APARTMENT . SECTOR 15PART 2.NEAR JHARSA - GURGAON,"[28.4529999858013,77.0410398180686]",b1b3de810f1d46619cd868a470ab831c
12559,"SHIKHA CHOPRA B-44, SHREE ARIHANT APARTMENTS , PLOT NO 93, SECTOR 54NEAR - GURGAON","[28.43150971,77.10698519]",48b6dba5107b422fb17325c85021dd4f
12560,KIRTI 788C SECOND FLOOR SECTOR 15 PART 2 - GURGAON,"[28.462266666666665,77.04778166666667]",a67a898ec4f4482bb79ee39293c330e9
12561,"213#x2F;21 madanpuri,street no.3 sector7 Gurgaon Haryana - Gurgaon","[28.461515953091514,77.01698589214072]",b1b3de810f1d46619cd868a470ab831c
12562,"Shivan and NarreshD-63, Udyog Vihar Phase 5 - - - GURUGRAM","[28.50037003,77.08472822]",48b6dba5107b422fb17325c85021dd4f
12563,SUMIT GUPTA H.NO. 1004GROUND FLOORSECTOR 7 EXT - GURGAON,"[28.46599679,77.0076353]",b1b3de810f1d46619cd868a470ab831c
12564,"D-104, ground floor , sector-54, Suncity - - - Gurgaon","[28.449769999999997,77.10102333333333]",48b6dba5107b422fb17325c85021dd4f
12565,"D-104, ground floor , sector-54, Suncity - - - Gurgaon","[28.43765927,77.11179962]",48b6dba5107b422fb17325c85021dd4f
12566,"D-104, ground floor , sector-54, Suncity - - - Gurgaon","[28.4866459,77.0626529]",48b6dba5107b422fb17325c85021dd4f
12567,RAJESH SHARMA NEETA SOLANKI TEA STALL GURGAON RAILWAY STATION - GURGAON,"[28.4851678,77.0199282]",b1b3de810f1d46619cd868a470ab831c
12568,"51310, geeta bhawan roadkrishna colony - - - GURUGRAM","[28.4654008,77.0131788]",b1b3de810f1d46619cd868a470ab831c
12569,542 Ground Floor Near - - - gurgaon,"[28.46910243,76.99758895]",b1b3de810f1d46619cd868a470ab831c
12570,"TREASURE  GRANDEUR GROUND FLOOR E-5, SUNCITY, NEAR SUNCITY SCHOOL, SEC.54, - GURGAON","[28.43129666666667,77.106225]",48b6dba5107b422fb17325c85021dd4f
12571,HOUSE NO 10 First floor Shiv mandir roadDHARAM COL ONY GATE NO 1 PALAM VIHAR GURGAON - - GURUGRAM,"[28.502969423096232,77.0317406385778]",b1b3de810f1d46619cd868a470ab831c
12572,GATIME HOUSE NO 481 A SECTOR 23 ENTRY FROM 3 - GURGAON,"[28.50997764,77.04567364]",b1b3de810f1d46619cd868a470ab831c
12573,Kinni Singh - Gurugram - Gurugram,"[28.5014773,77.0642389]",534e3eef923c4866b75b29ec6dcc0f68
12574,JALPI AGRAWAL SECTOR 17C  MATAWALI GALI ELIGENT PG SUKHRALI ROAD - GURGAON,"[28.48032708,77.0273096]",b1b3de810f1d46619cd868a470ab831c
12575,SATENDRATOMAR HOUSENO997SECTOR22BSECONDFLOOR GURG AON - GURGAON,"[28.50673726,77.06655509]",b1b3de810f1d46619cd868a470ab831c
12576,"H.No. 542 Ground Floor , Sector 9a - - - -","[28.469267,76.9975393]",b1b3de810f1d46619cd868a470ab831c
12577,"H.No. 542 Ground Floor , Sector 9a - - - -","[28.46888559870422,76.99761763215065]",b1b3de810f1d46619cd868a470ab831c
12578,"36320,Shanti nagar - - - GURUGRAM","[28.44854413,77.02467598]",b1b3de810f1d46619cd868a470ab831c
12579,"SHIVAM KR 3524, SECTOR 23NEAR MAIN MARKET - GURGAON","[28.50985381,77.04887198]",b1b3de810f1d46619cd868a470ab831c
12580,"ANJU 887,STREET NO 10, MADANPURI - - GURUGRAM","[28.45941833333333,77.01462666666666]",b1b3de810f1d46619cd868a470ab831c
12581,"I-013 rail vihar sec 15 part 2, Gurgaon South City I - - Gurgaon","[28.4549577,77.0406752]",b1b3de810f1d46619cd868a470ab831c
12582,VISHALGUPTA 2055ABLOCKDPALAMVIHAR - - GURUGRAM,"[28.51291435,77.03249159]",b1b3de810f1d46619cd868a470ab831c
12583,Villa no -2 2nd floor woodstock - - - Gurugram,"[28.41183203,77.06155678]",48b6dba5107b422fb17325c85021dd4f
12584,"PUNEET SINGH LAMBA I - 401, PARK VIEW SPA NEXT, SEC - 67, - GURGAON","[28.3891975,77.0569425]",be7261b61da149aa805e10f395c46ed3
12585,"Shop no.10 panchayat bhavan opposite scert, Mini S ectt. - - -","[28.452696204185486,77.03060209751129]",b1b3de810f1d46619cd868a470ab831c
12586,"1B-123, Ridgewood Estate, D.L.F Phase 4 - - - GURUGRAM","[28.485328333333335,77.06177333333333]",48b6dba5107b422fb17325c85021dd4f
12587,G-203 Maple HeightsSushant Lok-1 - - - Gurgaon,"[28.4864711,77.0628322]",48b6dba5107b422fb17325c85021dd4f
12588,ICICI bank Regional Office Plot - Gurugram - Gurugram,"[28.50709436,77.08623018]",a67a898ec4f4482bb79ee39293c330e9
12589,"ADITYA YADAV 3RD FLOOR, 5441 DLF PHASE IV - - GURGAON","[28.46206784248352,77.08163380622864]",48b6dba5107b422fb17325c85021dd4f
12590,"Hno. 939 Sector 9A,Near Esic Hospital Gurgaon Haryana - Gurgaon","[28.4856658,77.0195881]",b1b3de810f1d46619cd868a470ab831c
12591,"H NO-7, AREA BARA BISWA, , AKASH PUBLICK SCHOOL - - - -","[28.47725784,77.02479126]",b1b3de810f1d46619cd868a470ab831c
12592,"HOUSE NO-L63, NEW PALAM VIHAR, PHASE-1, NEAR BY BA GURGAON - - GURGAON","[28.51275803,77.02002764]",b1b3de810f1d46619cd868a470ab831c
12593,"MUKUL GULATI 8567, EXTENSION, 2ND FLOOR URBAN ESTATE NEAR DHARMA - GURGAON","[28.467395,77.0079199]",b1b3de810f1d46619cd868a470ab831c
12594,Hno.198 galino.6 block A sheetla colonyNear happy  model school Gurgaon 8700071267 - - GURUGRAM,"[28.481791666666663,77.03382333333334]",b1b3de810f1d46619cd868a470ab831c
12595,TRIBURG COMPANY 182 UDYOG VIHAR PHASE-I - - GURGAON,"[28.5128783,77.0840382]",b1b3de810f1d46619cd868a470ab831c
12596,"RUBY KASHID G128A, 1ST FLOOR, G BLOCK,SOUT H CITY 2, SOHNA ROAD - GURUGRAM","[28.41610550880432,77.05659806728363]",be7261b61da149aa805e10f395c46ed3
12597,"H.NO. 116 II FLOORSECTOR -9 , GREEN WOOD SCHOOL LA NE Tel:7087397808 - - GURUGRAM","[28.46377494,76.99523998]",a67a898ec4f4482bb79ee39293c330e9
12598,"121 phase 1Udhyog vihar , sector 20 - - - GURUGRAM","[28.51237071,77.08146044]",48b6dba5107b422fb17325c85021dd4f
12599,"H.No. 1355, 2nd floor, sector 17C, Gurgaon Sector 17 - - -","[28.47426271531731,77.06186433322728]",b1b3de810f1d46619cd868a470ab831c
12600,"N7- 904, Paras IreneSector 70A - - - HSIIDC SOHNA","[28.3851372,77.0168349]",be7261b61da149aa805e10f395c46ed3
12601,"Aza gems plot 15 2nd floor geh lot tower opp civil hospital n ear sadar bazar, Sadar bazar - Gurgaon","[28.46134742,77.0326255]",b1b3de810f1d46619cd868a470ab831c
12602,"#139, sector 22 A ,gurgaonGURGAON - - - Gurgaon","[28.504414437639376,77.06416789502948]",b1b3de810f1d46619cd868a470ab831c
12603,"Unitech infospace,sector 21,gurgaon, Unitech infos pace,sector 21 - - Gurgaon","[28.510225,77.07360833333334]",a67a898ec4f4482bb79ee39293c330e9
12604,"Unitech infospace,sector 21,gurgaon, Unitech infos pace,sector 21 - - Gurgaon","[28.50945,77.07306166666667]",a67a898ec4f4482bb79ee39293c330e9
12605,"SAP Labs India Pvt Ltd, Vatika Towers, 4th Floor,S ector 54, Golf Course Road, Gurgaon, - - Gurgaon,","[28.4376366,77.104837]",48b6dba5107b422fb17325c85021dd4f
12606,SAROJ DEVI M 23DLF COLONY - - GURGAON,"[28.4702934,77.0443618]",b1b3de810f1d46619cd868a470ab831c
12607,SANTOKH C-43A SANJAY GRAM - - GURGAON,"[28.4786734,77.0428859]",b1b3de810f1d46619cd868a470ab831c
12608,"House no. C-50, Near Maharashi Ser. Secondary Scho ol, Hanuman Mandir lane, Ashok Vihar, Phase-IInd - - -","[28.48866896,77.01781025]",a67a898ec4f4482bb79ee39293c330e9
12609,"SHAZIA JAMAL SAMSUNG INDIA ELECTRONICS LIMITED, 20TH FLOOR, TWO - GURUGRAM","[28.45317,77.08561333333334]",48b6dba5107b422fb17325c85021dd4f
12610,AMBRISH CHATURVEDI HOUSE NO 18&19 GALI NO 3 ASHOK VIHAR PHASE 3 - GURGAON,"[28.4883628,77.02086413]",b1b3de810f1d46619cd868a470ab831c
12611,"SUBIR SARKAR SUBIR SARKAR FLAT NO. 103, DIVYA APARTMENTS, DAYANAND - GURUGRAM","[28.4738838,77.0184726]",a67a898ec4f4482bb79ee39293c330e9
12612,"SACHIN MEHTA SECTOR- 14, GURGAON 301, AKD TOWER - GURGAON","[28.476739525794983,77.04577267169952]",b1b3de810f1d46619cd868a470ab831c
12613,1560Sec 7 extension. - - - GURUGRAM,"[28.46257,77.0091049]",b1b3de810f1d46619cd868a470ab831c
12614,"Sector 20 near Hanuman chawk near agarwal sweet, V illage dhundhera - - -","[28.5121764,77.0747108]",b1b3de810f1d46619cd868a470ab831c
12615,"D21, Spaze PrivySector 72, Near Omaxe Mall, Sohna  Road - - GURUGRAM","[28.4084399,77.0355197]",be7261b61da149aa805e10f395c46ed3
12616,"VANI VERMA C-1880, C BLOCK,PALAM VIHAR. - - GURUGRAM","[28.50727733603145,77.02901036326226]",b1b3de810f1d46619cd868a470ab831c
12617,1924 A Room No. 2 Ground Floor C Block Sushant Lo - Gurugram - Gurugram,"[28.451161980628967,77.08468616008759]",48b6dba5107b422fb17325c85021dd4f
12618,"RIDDHI PATEL 384, ORCHID ISLAND ROAD 384 UNNAMED ROAD ORCHID ISLAND - GURUGRAM","[28.42911422252655,77.06831932067871]",be7261b61da149aa805e10f395c46ed3
12619,63716Civil lines - - - GURUGRAM,"[28.458556,77.0314201]",b1b3de810f1d46619cd868a470ab831c
12620,"House No 270#x2F;20 3rd Floor,Shanti Nagar Gurgaon Haryana - Gurgaon","[28.4506127,77.02272043]",b1b3de810f1d46619cd868a470ab831c
12621,"House no.180,Block JGali no.7,Ashok vihar phase 3 - - - GURUGRAM","[28.495086666666666,77.02812166666666]",b1b3de810f1d46619cd868a470ab831c
12622,"House No. 417, Sector 5, Gurgaon, Haryana., Sector 5, Gurgaon., - - -","[28.4829993,77.0203938]",b1b3de810f1d46619cd868a470ab831c
12623,"ms- 06202, kendriya vihar, sector- 56gurgaon - - - Gurgaon","[28.49914936,77.04827053]",48b6dba5107b422fb17325c85021dd4f
12624,KALPANA GROUND FLOOR 5 6 7 & 8 CROSS POINT DLF PHASE -4 - GURGAON,"[28.4682647,77.0829164]",48b6dba5107b422fb17325c85021dd4f
12625,"House no. 90, Jagdamba PGSector 21 road - - - GURUGRAM","[28.523001666666666,77.08250666666666]",b1b3de810f1d46619cd868a470ab831c
12626,"ATUL CHADHA TIKRI  SECTOR-48 ALIGHT SOLUTIONS, BUILDING 2, - GURUGRAM","[28.42591471,77.03770415]",550789510924496fb451b653cabc626f
12627,"ANKIT SHARD A11 2ND FLOOR SOUTHCITY 2 , SOHNA ROAD - GURGAON","[28.4129136,77.0681149]",be7261b61da149aa805e10f395c46ed3
12628,PEYUSH HANS 50528 GALI NO -8  JYOTI PARK LANDMARK - ASHIRWAD BANQUET - GURGAON,"[28.4625046,77.0111764]",b1b3de810f1d46619cd868a470ab831c
12629,MOODYS ANALYTICS KNOWLEDGE SERVICES PLOT NO 378-379  FIRST FLOOR UDYOG VIHAR PHASE 4 - GURGAON,"[28.50012771,77.07315728]",534e3eef923c4866b75b29ec6dcc0f68
12630,DEEPAK MAHESHWARI DEEPAK MAHESHWARI 2581 ADARSH NAGAR NEW RAILWAY ROAD - GURGAON,"[28.5053258,77.038129]",a67a898ec4f4482bb79ee39293c330e9
12631,"Urban Clap C block 5th floor Building 19 Seva towe r Sector 18 Udyog Vihar Phase 4 Gurgaon, Sector 18 - - -","[28.4920069,77.0781327]",b1b3de810f1d46619cd868a470ab831c
12632,"Flat No. 701, Wing- B2Tulip Purple, Sector-69 - - - GURUGRAM","[28.395994305610657,77.03311800956726]",be7261b61da149aa805e10f395c46ed3
12633,"NONE 487A,SHIVAJINAGAR - - GURGAON","[28.4540418,77.0237186]",b1b3de810f1d46619cd868a470ab831c
12634,SAURABH TRIKHA HOUSE 4371 OPPOSITE HP PETROL PUMP SECTOR 23 - GURGAON,"[28.50501584,77.05439168]",a67a898ec4f4482bb79ee39293c330e9
12635,MANISH VERMA 1139 31 LAXMAN VIHAR PHASE 1 - - GURGAON,"[28.4823985,77.0105526]",a67a898ec4f4482bb79ee39293c330e9
12636,EY GSS. Unitech InfospaceVillage Dhundahera. Secto r - 21 - - Gurgaon,"[28.51016605,77.07349154]",b1b3de810f1d46619cd868a470ab831c
12637,DEVANSHU JAIN 1763 BLOCK A GREENWOOD CITY SECTOR 45 - GURGAON,"[28.449397087097168,77.06573903560638]",48b6dba5107b422fb17325c85021dd4f
12638,VINOD KUMAR BADA BAZARNEAR POST OFFICE BADSHAHPUR - GURUGRAM,"[28.39113083202392,77.05137614160776]",be7261b61da149aa805e10f395c46ed3
12639,"MOHIT SAXENA DLF PHASE 5 A 91, THE ICON - - GURGAON","[28.48890212,77.06280815]",48b6dba5107b422fb17325c85021dd4f
12640,RAJIV GUPTA URBAN ESTATE HOUSE NO. 520 SECTOR 4 NONE - GURGAON,"[28.4769273,77.0128334]",b1b3de810f1d46619cd868a470ab831c
12641,"INDRANI NAGAR BECHTEL INDIA PVT LTD, 244-245 KNOW - GURUGRAM","[28.495922684669495,77.08458960056305]",b1b3de810f1d46619cd868a470ab831c
12642,"Tower 14 1103,  CHD AVENUE 71, SECTOR 71, NEXT TO O THE CHD INTERNATIONAL SCHOOL, SOHNA ROAD, GURGAO - - Gurgaon","[28.4168407,77.0265094]",be7261b61da149aa805e10f395c46ed3
12643,"Tower 14 1103,  CHD AVENUE 71, SECTOR 71, NEXT TO O THE CHD INTERNATIONAL SCHOOL, SOHNA ROAD, GURGAO - - Gurgaon","[28.41635118238628,77.02658398076892]",be7261b61da149aa805e10f395c46ed3
12644,"SHUBHNEEK DHILLON C - 2912, SUSHANT LOK -1, SECTOR 4 3 APT. NO. F2-C - GURUGRAM","[28.4692543,77.0906561]",48b6dba5107b422fb17325c85021dd4f
12645,House no 500 ground floorSector 10A honda chowk - - - GURUGRAM,"[28.48597845,77.01942558]",b1b3de810f1d46619cd868a470ab831c
12646,VILAKSHANA BHANOT A365 A PALAM VIHAR - - GURGAON,"[28.503833333333333,77.03725666666666]",b1b3de810f1d46619cd868a470ab831c
12647,"HARSH KUMAR H.NO. 74026 NEW BALDEV NAGAR , NEAR SHEETLA VIDYA PEET - GURGAON","[28.460028333333337,77.01010333333333]",b1b3de810f1d46619cd868a470ab831c
12648,"HOUSE NO-391,SUBHASNAGAR,NEW R AILAWY ROAD, - - HARYANA","[28.4650543,77.0290025]",b1b3de810f1d46619cd868a470ab831c
12649,"near purana kuwa.,mata wali gali, sukhrali Gurgaon Haryana - Gurgaon","[28.47663945,77.05889505]",b1b3de810f1d46619cd868a470ab831c
12650,"Tupperware Office, 1A, Udyog Vihar Ph4, Sec18, Sar GURGAON - - GURGAON","[28.491734960116446,77.05972904339433]",a67a898ec4f4482bb79ee39293c330e9
12651,House No. 927Sector 23A N.A - - Gurgaon,"[28.50412948,77.0441586]",b1b3de810f1d46619cd868a470ab831c
12652,"HOUSE NO- 660, SECTOR 4, NEAR BY BLUE BELL SCHOOL, GURGAON - - GURGAON","[28.47630605,77.01036855]",a67a898ec4f4482bb79ee39293c330e9
12653,"ANIL PHOGAT ANIL PHOGAT H.NO-C 53, SANJAY GRAM OLD DELHI ROAD  GURGAON - GURGAON","[28.458387851715088,77.04396486282349]",b1b3de810f1d46619cd868a470ab831c
12654,"BPTP towers, DLF phase IV,  udyog Vihar, Sector-18 , Udyog vihar Gurgaon - Gurgaon","[28.48969055,77.07947835]",48b6dba5107b422fb17325c85021dd4f
12655,"398, udyog vihar phase 3Teleperformance - - - GURUGRAM","[28.5061839,77.0886429]",b1b3de810f1d46619cd868a470ab831c
12656,31628jyoti park Street no-6 near hans raj model s chool - - GURGAON,"[28.46171987,77.01376679]",b1b3de810f1d46619cd868a470ab831c
12657,"ANURAG ARORA GOLF COURSE EXTENSION ROAD TOWER-D, 1702, EMAAR PALM - GURGAON","[28.40142846107483,77.05307364463806]",be7261b61da149aa805e10f395c46ed3
12658,"Deloitte Consulting India Pvt. Ltd. BPTP Crest, Plot no. 15, Udhyog Vihar, Phase-IV - - Gurgaon","[28.48979033,77.07950308]",48b6dba5107b422fb17325c85021dd4f
12659,"GH-2, 12-B, GurgaonOne Apartme nts, Sector 22A, Old Delhi Gu rgaon Road, Sector 22, - Gurgaon,","[28.5016296,77.0644171]",b1b3de810f1d46619cd868a470ab831c
12660,"B912 Surya vihar,Near sector-4 police chowki, Sur ya vihar - - -","[28.47287030155436,77.00223294626782]",b1b3de810f1d46619cd868a470ab831c
12661,"B912 Surya vihar,Near sector-4 police chowki, Sur ya vihar - - -","[28.47277483014899,77.00213424247605]",b1b3de810f1d46619cd868a470ab831c
12662,"H. No. 240, Gali no.1, Block H,Ashok Vihar Extensi on 3rd - - GURUGRAM","[28.50014345,77.02774487]",b1b3de810f1d46619cd868a470ab831c
12663,"A-7002, Devinder Vihar, Sector-56, - - - Gurgaon","[28.498913333333334,77.04831333333333]",48b6dba5107b422fb17325c85021dd4f
12664,SAMRAT SHARMA SEC 9A HOUSE NO14 HOUSE NO-14 - - GURGAON,"[28.46531166666667,76.98984666666666]",b1b3de810f1d46619cd868a470ab831c
12665,25 3RD FLOOR ACHARIYA PURI OPP. GANGA APPARTMENT N EAR HARYANA ROADWAYS WORKSHOP GURUGRAM 122001 Gurgaon - Gurgaon,"[28.46731723,77.03358838]",a67a898ec4f4482bb79ee39293c330e9
12666,House no. 589Sector 15 Part I - - - GURUGRAM,"[28.453125,77.04014666666667]",b1b3de810f1d46619cd868a470ab831c
12667,"Flat No. 8001, Samriddhi, MDI CampusManagement Dev elopment Institute, Mehrauli Road, S - - GURGAON","[28.472490990534425,77.06062951125205]",b1b3de810f1d46619cd868a470ab831c
12668,"RISHI BAGGA RISHI BAGGA D98, GF, SOUTH CITY II, - GURGAON","[28.416300723329186,77.05072972923517]",be7261b61da149aa805e10f395c46ed3
12669,Plot no. 84Near Ramada hotel - - - GURUGRAM,"[28.486478333333334,77.06258666666666]",48b6dba5107b422fb17325c85021dd4f
12670,"b1325 1 floor palam vihar,palam vihar gurgaon Gurgaon Haryana - Gurgaon","[28.50765957,77.03364079]",b1b3de810f1d46619cd868a470ab831c
12671,"9AT-2, Bellevue, Central Park 2,sec-48 Opp. Reheja mall - - Gurugram","[28.4223963,77.0327624]",be7261b61da149aa805e10f395c46ed3
12672,Ciena India Pvt ltd..Sec.32 plot no.13 - - - GURUGRAM,"[28.4865608,77.0626641]",48b6dba5107b422fb17325c85021dd4f
12673,"H.no-938 Sector-4, near allah abad bank, new railway road, g - - -","[28.4754428,77.0091354]",b1b3de810f1d46619cd868a470ab831c
12674,"SHIV PRASAD HOUSE NO D-32, PHASE 1, NEW PALAM VIHARD-32, PHASE 1, - GURGAON","[28.5087248,77.0200902]",b1b3de810f1d46619cd868a470ab831c
12675,EJ-XT11-B PANI VLI DUKAN  TEJPAL KA GHR HEERA NAGAR NEAR DGARMSHALA - GURGAON,"[28.4515298,77.0151702]",b1b3de810f1d46619cd868a470ab831c
12676,AJAY VILLAGE BAJGHERA NEAR BY HDFC BANK VILLAGE BAJGHERA NEAR - GURGAON,"[28.525759326294065,77.02148409560323]",b1b3de810f1d46619cd868a470ab831c
12677,AJAY VILLAGE BAJGHERA NEAR BY HDFC BANK VILLAGE BAJGHERA NEAR - GURGAON,"[28.52503010071814,77.02190143056214]",b1b3de810f1d46619cd868a470ab831c
12678,NEAR RADHA KRISHNA MANDIRMAIN SOHNA ROAD BADSHAHPU R - - GURUGRAM,"[28.3952496,77.0461889]",be7261b61da149aa805e10f395c46ed3
12679,"EDAG Engg.  Design India Pvt. Ltd,14th Floor, Blo ck No. II, Vatika Business Park, So - - GURGAON","[28.4043439,77.042293]",be7261b61da149aa805e10f395c46ed3
12680,PRIYA RAGHAV 1055 SECTOR 15 PART 2 - - GURGAON,"[28.460980000000003,77.04569666666666]",b1b3de810f1d46619cd868a470ab831c
12681,"Greenwood City - E31, 2nd FloorSector 46 - - - GURGAON","[28.48643666666667,77.06262333333333]",48b6dba5107b422fb17325c85021dd4f
12682,GAUTAM AGARWAL HOUSE NO. - 1928 SECTOR - 4 - - GURGAON,"[28.471093112793852,77.0050081729018]",b1b3de810f1d46619cd868a470ab831c
12683,"BINU SUNEJA 721, EMILIA-2, B-1, JASMINE STREET,VATIKA CITY, GOLF - GURGAON","[28.403606666666665,77.04832333333334]",48b6dba5107b422fb17325c85021dd4f
12684,4111dlf phase4 near galleria - - - -,"[28.46735715866089,77.07979917526245]",48b6dba5107b422fb17325c85021dd4f
12685,"DHBVN, Bijli board office,Sec-31 Huda MarketHuda M arket ,Sec-31 - - GURUGRAM","[28.4858495,77.06155]",48b6dba5107b422fb17325c85021dd4f
12686,"MANSI TUTEJA 15R, GROUND FLOOR NEW COLONY - - GURGAON","[28.48591192,77.01922195]",b1b3de810f1d46619cd868a470ab831c
12687,"1A37, princeston estate DLF phase 5 , Gurgaon phas e 5 - - -","[28.45773166666667,77.09656]",48b6dba5107b422fb17325c85021dd4f
12688,"Neuronimbus Software Services Pvt Ltd, 3rd FloorWe ldon Tech Park, Sector 48 - - GURUGRAM","[28.4187911,77.0380296]",be7261b61da149aa805e10f395c46ed3
12689,"4615,SECTOR 23A, Carterpuri - - - Gurgaon","[28.505889773368835,77.04108953475952]",b1b3de810f1d46619cd868a470ab831c
12690,30422  gali no. 6 F  Gandhi N agar- - - -,"[28.4475858,77.0093925]",b1b3de810f1d46619cd868a470ab831c
12691,BHARAT DAS SHOP NO 127.FF SECTOR 50 GOOD EARTH CITY CENTRE - GURGAON,"[28.4216604,77.0532918]",be7261b61da149aa805e10f395c46ed3
12692,"A-483 B, PALAM VIHAR, NEAR BY KIDS CANDY SCHOOL GU RGAON, Palam Vihar, NEAR BY KIDS CANDY SCHOOL - - -","[28.5056161,77.0355481]",b1b3de810f1d46619cd868a470ab831c
12693,"SURESH GOPALAKRISHNAN A 1102, BESTECH PARK VIEW SPA NEXT,SECTOR 67 - GURGAON","[28.38886311,77.05574682]",be7261b61da149aa805e10f395c46ed3
12694,CZ-F-GKXYD-W 2314 MODEL TOWN  BEHIND POLICE CHOWKI KHANDSA ROAD - GURGAON,"[28.4526984,77.018121]",b1b3de810f1d46619cd868a470ab831c
