,addr,loc,d_hub
4482, jhanjraula jhanjrola  122505 ,"[28.496310947061005,76.87130570096308]",POWERGRID
4483,abhepur  122102 ,"[28.29205245401916,77.1370200510092]",POWERGRID
4484,v-33/20 v-33 dlf phase 3 sector 24 gurugram  122002 ,"[28.49696273635391,77.10446446714637]",POWERGRID
4485,2267 rajiv nagar sector 13 gurugram  122001 ,"[28.47667799388423,77.04413474255095]",POWERGRID
4486,fatehpur jourasi fatehpur  122105 ,"[28.254060649543305,76.90629049051108]",POWERGRID
4487, pandwalan kalan delhi 110043 ,"[28.572371858091,76.95784863671464]",POWERGRID
4488,57 sector 18 gurugram  122008 ,"[28.489234560378126,77.06059498866334]",POWERGRID
4489,meharuli seth sarai mehrauli new delhi delhi 110016 ,"[28.531725331635407,77.18223843792259]",POWERGRID
4490, gurugram  122051 ,"[28.346770556468062,76.89461927100153]",POWERGRID
4491, kaliawas gurugram  122006 ,"[28.477183054660532,76.8884540908482]",POWERGRID
4492,prem nagar rd  122051 ,"[28.377101838719206,76.8561654214386]",POWERGRID
4493, bamrauli  122103 ,"[28.274263102020193,76.97902961469255]",POWERGRID
4494,gurgaon - delhi expy sector 35 gurugram  122004 ,"[28.4082022215905,76.99179132916905]",POWERGRID
4495, panwala khusropur sector 106 gurugram  122017 ,"[28.502148360496975,77.0035817827347]",POWERGRID
4496,uer ii indira gandhi international airport new delhi delhi 110037 ,"[28.53775997435193,77.09877203598444]",POWERGRID
4497,rajesh pilot rd sushant lok 2 sector 55 gurugram  122011 ,"[28.428081931432548,77.11746527154827]",POWERGRID
4498,doper ki dhani rd sarai  122102 ,"[28.297812920956574,76.98607419403265]",POWERGRID
4499,vatika kunj part 2 maruti kunj  122102 ,"[28.35700557061143,77.08748460052301]",POWERGRID
4500,crpf heliport kadarpur  122098 ,"[28.378639384773646,77.09946352519378]",POWERGRID
4501,dwarka expressway sector 107 gurugram  122505 ,"[28.514987063644615,76.96934127407557]",POWERGRID
4502,110047 phase 4 aya nagar new delhi delhi 110047 ,"[28.47316157728114,77.14081127188514]",POWERGRID
4503, kherki  122015 ,"[28.295592562947135,76.94949221297652]",POWERGRID
4504,sector-37d western peripheral expy gurugram  122002 ,"[28.398445975388153,76.86791330219305]",POWERGRID
4505,gadaipur bandh rd chhatarpur farms dlf farms new delhi delhi 110030 ,"[28.4741346874297,77.17097969974196]",POWERGRID
4506, jhanjraula  122505 ,"[28.489148742104433,76.85426486889534]",POWERGRID
4507,u-44/62 u-37 rd u block dlf phase 3 sector 24 gurugram  122022 ,"[28.49179908178849,77.095517440367]",POWERGRID
4508, gurugram  122505 ,"[28.446419951339983,76.95544329089473]",POWERGRID
4509,abhepur  122102 ,"[28.29176631514823,77.11025204030422]",POWERGRID
4510, radhey mohan drive new delhi delhi 110074 ,"[28.470093517704655,77.16601711247114]",POWERGRID
4511,  122102 ,"[28.34671088757833,77.12968359440671]",POWERGRID
4512, 122102 ,"[28.238548952968596,77.00370498930724]",POWERGRID
4513,rzf 767/26 street no 7 raj nagar part-2 block f raj nagar extension palam colony new delhi delhi 110077 ,"[28.57397094298135,77.08039787394546]",POWERGRID
4514, chhawla delhi 110071 ,"[28.55841167703487,76.99222008979505]",POWERGRID
4515,infocity ii d5 phase 2 info technology park sector 33 gurugram  122001 ,"[28.43124441363086,77.01867700340686]",POWERGRID
4516, kadarpur  122102 ,"[28.3885726189232,77.10586185978109]",POWERGRID
4517, delhi 110043 ,"[28.58649276703389,76.96741808627598]",POWERGRID
4518,sohna rural  ,"[28.27189594679523,77.03137627991809]",POWERGRID
4519,meharuli qila rai pithora new delhi delhi 110016 ,"[28.531729108468838,77.1741419937949]",POWERGRID
4520,26 sector d vasant kunj new delhi delhi 110070 ,"[28.5172359208589,77.13517948513588]",POWERGRID
4521, kanganheri new delhi delhi 110071 ,"[28.538783556302707,76.98301250945775]",POWERGRID
4522,b117 suncity road suncity sector 54 gurugram  122003 ,"[28.436482984697378,77.10901550568013]",POWERGRID
4523,dwarka expy sector 88 gurugram  122505 ,"[28.448366169553477,76.95834545013174]",POWERGRID
4524, kharkhari nahar delhi 110043 ,"[28.579133843360065,76.96211754512746]",POWERGRID
4525,maidawas rd sector 62 gurugram  122005 ,"[28.39891764252162,77.08412119675619]",POWERGRID
4526, sector 37b sector 37 gurugram  122004 ,"[28.435993156121327,76.97746799252789]",POWERGRID
4527,  122413 ,"[28.337051928017125,76.86744444102679]",POWERGRID
4528,15/4 model town sector 11 gurugram  122001 ,"[28.454451428054416,77.01795376689724]",POWERGRID
4529,tauru rd  122015 ,"[28.280054307637528,76.88520753173138]",POWERGRID
4530,old sohna dhani road sohna rural  122102 ,"[28.27200917271669,77.06210024557326]",POWERGRID
4531,sondh  122102 ,"[28.242629534829803,77.01614873286229]",POWERGRID
4532,current delhi atc tower terminal 2b rd indira gandhi international airport new delhi delhi 110037 ,"[28.559864029936364,77.09646201700276]",POWERGRID
4533, junapur village jaunapur delhi 110047 ,"[28.456525867507818,77.15200099256539]",POWERGRID
4534, raota delhi 110073 ,"[28.51624677713833,76.90376026557772]",POWERGRID
4535,sullar rd  121004 ,"[28.341843026227593,77.20781417556628]",POWERGRID
4536, 122102 ,"[28.30027205522333,77.13870422342015]",POWERGRID
4537,sh 15a daya vihar budhera gurugram  122006 ,"[28.46965128943722,76.94119215820685]",POWERGRID
4538,  122102 ,"[28.396337289115593,77.14496146291798]",POWERGRID
4539, satlaka  122102 ,"[28.263330197802567,77.16980910412349]",POWERGRID
4540, kharoda  122102 ,"[28.257007276396532,77.1259456715754]",POWERGRID
4541, dwarka sector 9 dwarka new delhi delhi 110077 ,"[28.578489010326237,77.06264920463266]",POWERGRID
4542, alampur  121005 ,"[28.328986821774613,77.19592404088459]",POWERGRID
4543,gurugram om vihar palam vihar extension gurugram  122022 ,"[28.49497467848939,77.04167251837396]",POWERGRID
4544, 122102 ,"[28.27963852651589,77.07486981155995]",POWERGRID
4545,611/52 vishwakarma colony sector 9 gurugram  122001 ,"[28.45798446570933,77.00010605639827]",POWERGRID
4546,western peripheral expy sheikhpur  122015 ,"[28.25656391940251,76.93720344215953]",POWERGRID
4547, 122102 ,"[28.27113844844157,77.10015881419962]",POWERGRID
4548, 122102 ,"[28.314823182438527,77.09535264076649]",POWERGRID
4549,2002 gali number g1 block g aya nagar extension aya nagar new delhi delhi 110047 ,"[28.465258507975868,77.13951603368095]",POWERGRID
4550, sector 83 gurugram  122004 ,"[28.390879037406776,76.97411357715575]",POWERGRID
4551,  122102 ,"[28.354058022783008,77.12427882015295]",POWERGRID
4552,  122103 ,"[28.22705243586075,77.09388065738308]",POWERGRID
4553, somesh vihar chhawla delhi 110071 ,"[28.55679588071286,77.01220360474656]",POWERGRID
4554,plot no- 141 rajpur khurd near tivoli garden new delhi delhi 110068 ,"[28.4666073310132,77.21159148357296]",POWERGRID
4555,107/3 old pinto park near prahladpur prahladpur delhi cantonment new delhi delhi 110010 ,"[28.576142997330738,77.10112970044827]",POWERGRID
4556,  122102 ,"[28.298618814095967,77.05515194762418]",POWERGRID
4557, gurugram  122006 ,"[28.49981924541753,76.95938993138807]",POWERGRID
4558, power supply colony sector 3 imt manesar gurugram  122051 ,"[28.36102356262093,76.92559706004482]",POWERGRID
4559,571 phase v udyog vihar sector 19 gurugram  122008 ,"[28.49705424641166,77.08478867616792]",POWERGRID
4560,western peripheral expy udepuri  122015 ,"[28.276782177324492,76.90598171415631]",POWERGRID
4561, bagdola sector 8 dwarka dwarka new delhi delhi 110077 ,"[28.5715698076295,77.07341836912283]",POWERGRID
4562,gurugram krishna nagar sector 10 gurugram  122001 ,"[28.45558425248962,77.0077260891746]",POWERGRID
4563, behlpa  122102 ,"[28.32218971532302,77.10102653165043]",POWERGRID
4564,d-25 asola homes asola new delhi delhi 110074 ,"[28.45192103007558,77.19944974924671]",POWERGRID
4565, bhatti kalan new delhi delhi 110074 ,"[28.419247207069414,77.21996410039706]",POWERGRID
4566, sehsaula  122103 ,"[28.20887308674852,77.04309921064947]",POWERGRID
4567, jhuljhuli delhi 110073 ,"[28.543128501570934,76.90264536735103]",POWERGRID
4568,nh148a ghitorni new delhi delhi 110070 ,"[28.504174248310047,77.17150856353217]",POWERGRID
4569,nh919 zakupur  122102 ,"[28.235147999076084,77.10188319822183]",POWERGRID
4570,sehsaula  ,"[28.2211232050918,77.05068488643325]",POWERGRID
4571, 122102 ,"[28.319967805478264,77.0279533886218]",POWERGRID
4572,1358 b maruti kunj rd bhondsi gurugram  122102 ,"[28.358649583621876,77.08126339298654]",POWERGRID
4573,kanganheri road rishal viha chhawla delhi 110071 ,"[28.554506889974284,76.99574539570821]",POWERGRID
4574,summer sprint  121005 ,"[28.364849538912047,77.1663247914657]",POWERGRID
4575,uer ii sector 24 dwarka dwarka delhi 110061 ,"[28.56007511566825,77.02896584288894]",POWERGRID
4576, kota khandeola bissar akbarpur  122015 ,"[28.30108850194251,76.95514311624513]",POWERGRID
4577,dwaraka expressway gurugram  122017 ,"[28.51023648252859,77.01603278514277]",POWERGRID
4578,samaypur dhauj ballabhgarh rd alawalpur  121005 ,"[28.33247806465318,77.2181693890731]",POWERGRID
4579, dhorka  122051 ,"[28.40845101863,76.8986614523806]",POWERGRID
4580,northern peripheral rd sai kunj block a sector 111 sector 110a gurugram 122017 ,"[28.521979074533366,77.02521014686467]",POWERGRID
4581,raota delhi ,"[28.51052785036155,76.92042625261104]",POWERGRID
4582,adjacent to rd air  office palam road new delhi delhi 110010 ,"[28.56858769614492,77.11757840491035]",POWERGRID
4583, sector 99 gurugram  122505 ,"[28.456624297779175,76.96050016419625]",POWERGRID
4584,naharpur rd sector 90 gurugram  122051 ,"[28.408201238101366,76.93862727027049]",POWERGRID
4585,service rd panchgaon  122414 ,"[28.31721576017854,76.88943007931185]",POWERGRID
4586,sprint3  122005 ,"[28.366609821976656,77.15641127102434]",POWERGRID
4587,bamrauli  122102 ,"[28.269991604396534,76.97970513124389]",POWERGRID
4588,river rafting office-308 suncity arcade sector 54 gurugram  122003 ,"[28.435270336129093,77.1075138604532]",POWERGRID
4589,uppal hospital sector 77 gurugram  122004 ,"[28.38532607355356,76.97368040534636]",POWERGRID
4590,376 sector 9a sector 104 gurugram  122001 ,"[28.47191232431212,76.99188249602363]",POWERGRID
4591, daurala village delhi 110073 ,"[28.5099574998509,76.89336937660003]",POWERGRID
4592,f-18 block south city ii sector 50 gurugram  122018 ,"[28.41721110017422,77.05621105370996]",POWERGRID
4593, gangani  122102 ,"[28.30764380238201,77.00370063841912]",POWERGRID
4594,  122051 ,"[28.34194180869688,76.98127927055492]",POWERGRID
4595,shop no.4 old delhi road near shani mandir serhaul mode opp sec 18 gurugram  122015 ,"[28.48777633264667,77.04526698203306]",POWERGRID
4596,gurgaon - delhi expy indira gandhi international airport new delhi delhi 110037 ,"[28.552754373013848,77.13013127006585]",POWERGRID
4597, gurugram  122051 ,"[28.344228173094805,76.9098845446058]",POWERGRID
4598,  122102 ,"[28.279240145376676,77.04550747401898]",POWERGRID
4599, junapur village jaunapur new delhi delhi 110047 ,"[28.449637693132672,77.15799435720707]",POWERGRID
4600, sector 80 gurugram  122051 ,"[28.361526824300952,76.96004340837408]",POWERGRID
4601, rajoria nagar sohna  122103 ,"[28.252325562019497,77.06629438174288]",POWERGRID
4602,  122503 ,"[28.351779799115796,76.85549369649631]",POWERGRID
4603,mdr137 sanjay colony bhatti kalan new delhi  110074 ,"[28.41596340556255,77.22369375500898]",POWERGRID
4604,gurgaon farukh nagar rd sultanpur gurugram  122006 ,"[28.460004140698942,76.86153099167304]",POWERGRID
4605, mankrola  122006 ,"[28.49190446408952,76.90049881106548]",POWERGRID
4606,chehalka  122102 ,"[28.264274420472635,77.01726701485413]",POWERGRID
4607,service road sector 23 dwarka delhi 110077 ,"[28.566072449180265,77.0565730299052]",POWERGRID
4608, sector 36 gurugram  122004 ,"[28.420715861914847,76.9870619407912]",POWERGRID
4609, deengarheri  122103 ,"[28.264361253731806,76.97803028331654]",POWERGRID
4610, gurugram  122051 ,"[28.352349175653497,76.91972434092096]",POWERGRID
4611, 122015 ,"[28.273155215245254,76.92878787374252]",POWERGRID
4612, gurugram  122051 ,"[28.36148311360899,76.88226048092328]",POWERGRID
4613,gurgaon sector 62 gurugram  122102 ,"[28.399542629527232,77.08179001410139]",POWERGRID
4614,plot no.404khasra no.13/2prem nagar z block kashmiri colony khaira gaon delhi 110043 ,"[28.592370298852856,76.97525513319412]",POWERGRID
4615, gurugram  122101 ,"[28.330698908138,76.95456641571487]",POWERGRID
4616,damdama lake rd kherla  122102 ,"[28.313398204734373,77.1067658776175]",POWERGRID
4617, dera village dera mandi new delhi delhi 110074 ,"[28.44948440671571,77.17253755011185]",POWERGRID
4618, jhanjraula gurugram  122006 ,"[28.483820202788625,76.87550700034687]",POWERGRID
4619,main road sanjay nagar raipur (c.g.) computer golf dr sector 42 gurugram  122002 ,"[28.453705368327352,77.10565549060244]",POWERGRID
4620,dcr marg fatehpur  122015 ,"[28.260702077381232,76.91291124830626]",POWERGRID
4621,bissar akbarpur  ,"[28.305065962838228,76.9600774995249]",POWERGRID
4622, sehsaula  122103 ,"[28.21636970757458,77.03858558383436]",POWERGRID
4623,western peripheral expy langra  122015 ,"[28.29753201396189,76.89981042307257]",POWERGRID
4624,western peripheral expy padheni  122103 ,"[28.22428826456213,76.99152050785787]",POWERGRID
4625,12 sheesham lane dera village dera mandi new delhi delhi 110074 ,"[28.43987955718508,77.15986464912676]",POWERGRID
4626, jharsa sector 39 gurugram  122001 ,"[28.44694998748868,77.04976277433279]",POWERGRID
4627,nr indira gandhi international airport new delhi delhi 110037 ,"[28.54802131959222,77.10226084906066]",POWERGRID
4628,golf course road sushant lok 2 sector 56 gurugram  122011 ,"[28.430460615842016,77.10528804585726]",POWERGRID
4629, kanganheri delhi 110071 ,"[28.540647270248947,76.98145294801226]",POWERGRID
4630,dwaraka expressway block r vishnu garden sector 105 gurugram  122017 ,"[28.49964449749207,77.00640852831208]",POWERGRID
4631,1070/31 laxman vihar sector 3a gurugram  122001 ,"[28.48255845357385,77.01132205589667]",POWERGRID
4632, budhera gurugram  122006 ,"[28.480907472654142,76.9560616816038]",POWERGRID
4633,msil internal rd maruti udyog sector 18 gurugram  122008 ,"[28.49731165719861,77.07025016394381]",POWERGRID
4634,sector 8 imt manesar gurugram  122051 ,"[28.36164325797254,76.88239671505518]",POWERGRID
4635,damdama rd damdma  122102 ,"[28.30683437580227,77.10635090567106]",POWERGRID
4636,sondh  122102 ,"[28.246031052753008,77.01303083638429]",POWERGRID
4637, palra  122101 ,"[28.373936751923562,77.0228926622749]",POWERGRID
4638,faculty housing management development institute block c harjan basti sector 17 gurugram  122001 ,"[28.4721864644593,77.05969666639812]",POWERGRID
4639, asalatpur khadar delhi 110043 ,"[28.53646184402327,76.94571458998618]",POWERGRID
4640,karnki  ,"[28.233574641698965,77.13816631868501]",POWERGRID
4641, block e aya nagar extension aya nagar new delhi delhi 110047 ,"[28.46717513267202,77.12921088879943]",POWERGRID
4642,summer sprint gothda mohbtabad  121005 ,"[28.389055235210602,77.20079140320634]",POWERGRID
4643,15-a/1 risal vihar kanganheri road chhawla delhi 110071 ,"[28.553469241342142,76.99725172888415]",POWERGRID
4644, kadarpur  122005 ,"[28.373274157064806,77.12233472035864]",POWERGRID
4645,street number 3 qutub vihar ii qutub vihar phase 2 qutub vihar delhi 110071 ,"[28.57255167486458,77.01647541540824]",POWERGRID
4646, block d block c ashok vihar phase ii gurugram  122017 ,"[28.491972341087077,77.02947813240874]",POWERGRID
4647,garat pur bas  ,"[28.35160033587869,77.00083900302457]",POWERGRID
4648,rd number 30 daulatpur delhi 110043 ,"[28.5453855320752,76.95090061633248]",POWERGRID
4649,asola farm rd asola homes asola new delhi delhi 110074 ,"[28.45948101809032,77.20431716169618]",POWERGRID
4650,maharaja agrasen rd rajoria nagar sohna  122103 ,"[28.25242855358599,77.06419294625647]",POWERGRID
4651,damdama lake rd abhepur  122102 ,"[28.293600735825624,77.12241864398794]",POWERGRID
4652,camp wild road  121005 ,"[28.398028534908587,77.19315314854548]",POWERGRID
4653,404/1 village bhim garh kheri opposite alkeswer dham mandir kheri ashok vihar sector 3 gurugram  122006 ,"[28.489559327534042,77.01395474271165]",POWERGRID
4654,western peripheral expy kulika  122103 ,"[28.232748788735137,76.97903383963285]",POWERGRID
4655,221 pocket 3c pocket 4 sector 16b dwarka dwarka नई दिल्ली delhi 110078 ,"[28.600092794959693,77.01945983150667]",POWERGRID
4656,summer sprint 2  122005 ,"[28.38101452340377,77.1450509292069]",POWERGRID
4657,pani kot  121004 ,"[28.321393650232224,77.17515058128357]",POWERGRID
4658, badsa 124105 ,"[28.51451465111878,76.87700843451668]",POWERGRID
4659, alipur  122103 ,"[28.301834544348438,77.060257976503]",POWERGRID
4660,  122102 ,"[28.323012526856154,77.02969512616757]",POWERGRID
4661,1758 hero honda rd ioc colony sector 10a gurugram  122001 ,"[28.447881799304767,76.99762300754104]",POWERGRID
4662,  ,"[28.26445569752192,76.96729914092683]",POWERGRID
4663, sector 88 gurugram  122004 ,"[28.42260509272019,76.95937360700277]",POWERGRID
4664,  122102 ,"[28.386558850424553,77.12482696793477]",POWERGRID
4665, ghalibpur delhi 110073 ,"[28.523453130767027,76.88032907698455]",POWERGRID
4666, asola wild life sanctuary asola new delhi delhi 110074 ,"[28.46170072248406,77.21635786275199]",POWERGRID
4667,indira gandhi international airport (del) new delhi delhi 110037 ,"[28.569064424205934,77.0885153039399]",POWERGRID
4668, gurugram om vihar palam vihar extension gurugram  122017 ,"[28.497965529903958,77.0377274647286]",POWERGRID
4669, gurugram  122413 ,"[28.317539978308726,76.90746523678892]",POWERGRID
4670, hamirpur gurugram  122505 ,"[28.43780244956692,76.90014421129753]",POWERGRID
4671, bajghera gurugram 122017 ,"[28.535257804674345,77.01369941675186]",POWERGRID
4672,dwarka expy link rd gurugram  122004 ,"[28.40259174367863,76.96942247297316]",POWERGRID
4673,indira gandhi international airport (del) new delhi delhi 110037 ,"[28.56986641233413,77.103735553537]",POWERGRID
4674,delhi cant h 39/3 shankar vihar new delhi delhi 110010 ,"[28.553909095885427,77.14374494725135]",POWERGRID
4675,  ,"[28.240085746543233,76.97404378418881]",POWERGRID
4676,sohna rural  ,"[28.266718238221163,77.03098348722365]",POWERGRID
4677,raghopur main rd raghopur delhi  110071 ,"[28.523364137767718,77.00161416186924]",POWERGRID
4678,mdr137 new delhi  121012 ,"[28.40328541200906,77.21060877698562]",POWERGRID
4679, sultanpur  122506 ,"[28.453655479703013,76.85244094659416]",POWERGRID
4680,62 rd number 226 sector 20 dwarka dwarka new delhi delhi 110077 ,"[28.567998249704335,77.06124515823585]",POWERGRID
4681, kadarpur road kadarpur  122102 ,"[28.39066045863671,77.10756836229685]",POWERGRID
4682, sector h6 gurugram  122506 ,"[28.430127471759757,76.86711260824211]",POWERGRID
4683,c 170 jvts garden chattarpur extn chhatarpur extension chhattarpur new delhi delhi 110074 ,"[28.49348777095716,77.1775223421216]",POWERGRID
4684,sector 95b garhi harsaru gurugram  122505 ,"[28.439383332303496,76.93970993159685]",POWERGRID
4685, 122102 ,"[28.303602704612935,77.15324469999186]",POWERGRID
4686, baghanki  122015 ,"[28.326287275555835,76.94043053020069]",POWERGRID
4687, kanganheri delhi 110071 ,"[28.541906375427192,76.99454513028358]",POWERGRID
4688, chehalka  122103 ,"[28.26871820212968,77.00610494448165]",POWERGRID
4689, garhi harsaru gurugram  122505 ,"[28.463299301463163,76.938613487564]",POWERGRID
4690, balola bandhwari  122102 ,"[28.41684137235711,77.15279934275212]",POWERGRID
4691, 122102 ,"[28.311986293304372,77.02669946685151]",POWERGRID
4692,block e aya nagar extension aya nagar new delhi delhi ,"[28.460787790554534,77.1321733828992]",POWERGRID
4693,  122015 ,"[28.238737858420514,76.94961183302132]",POWERGRID
4694,bhango  122102 ,"[28.27634371149016,77.0190553863559]",POWERGRID
4695, mankrola  122006 ,"[28.504677521326006,76.91803029573427]",POWERGRID
4696,  122102 ,"[28.35131418036177,77.12825953984459]",POWERGRID
4697, 121004 ,"[28.30080555404582,77.19913845909284]",POWERGRID
4698, baharampur naya sector 61 gurugram  122102 ,"[28.412343855427377,77.0948476035403]",POWERGRID
4699,  122102 ,"[28.38880852597193,77.13459893530897]",POWERGRID
4700,camp wild road  121005 ,"[28.38979700206494,77.17587480889435]",POWERGRID
4701,mdr 133 pakhal gothda mohbtabad  121005 ,"[28.36408054337829,77.21722447713768]",POWERGRID
4702, 122015 ,"[28.272970955296824,76.92913464416344]",POWERGRID
4703, sultanpur  122505 ,"[28.45823069405513,76.86564342406649]",POWERGRID
4704, ghitorni new delhi delhi 110070 ,"[28.50453895509577,77.14585797107289]",POWERGRID
4705, bedhwaka  122102 ,"[28.26308438596703,77.17343853973098]",POWERGRID
4706,tyagi rd shikarpur delhi 110043 ,"[28.527437824276127,76.95659419646995]",POWERGRID
4707,gali number 3 block e block a ashok vihar phase iii extension gurugram  122006 ,"[28.490273121189645,77.02002349967547]",POWERGRID
4708, sector 96 gurugram  122505 ,"[28.40159998028206,76.88636086566487]",POWERGRID
4709,the golden gym sct-8 gurugarm dhana manesar gurugram  122051 ,"[28.372579394951252,76.8870959683363]",POWERGRID
4710,  121005 ,"[28.37091718116974,77.16619968442993]",POWERGRID
4711, sector 80 gurugram  122101 ,"[28.356877789253485,76.96240631431735]",POWERGRID
4712,210 d block sector 8 dwarka dwarka new delhi delhi 110077 ,"[28.5917937281485,77.07225596110784]",POWERGRID
4713,gangani  122102 ,"[28.309572288588075,76.99227943197748]",POWERGRID
4714, sehsaula  122103 ,"[28.222103196319228,77.02672325966412]",POWERGRID
4715,nh919 durga colony zakupur  122102 ,"[28.23817915690026,77.08005449691046]",POWERGRID
4716, sector 89 gurugram  122004 ,"[28.41856797729424,76.94207033473803]",POWERGRID
4717,  122102 ,"[28.334913949032426,77.1165352677402]",POWERGRID
4718, raota delhi 110073 ,"[28.518497205461777,76.9150968236302]",POWERGRID
4719,  122503 ,"[28.3541654964147,76.8482337990542]",POWERGRID
4720, ghalibpur jhuljhuli delhi 110073 ,"[28.535827334724345,76.89379530998119]",POWERGRID
4721,raisina rd raiseena  122102 ,"[28.299110476438685,77.04008516854836]",POWERGRID
4722, 122015 ,"[28.262710687853936,76.91972181567809]",POWERGRID
4723,pandwala khurd pandwalan khurd delhi 110043 ,"[28.56103817390183,76.96710447880754]",POWERGRID
4724, jhanjraula jhanjrola  122505 ,"[28.494732275775455,76.87736897518397]",POWERGRID
4725, 122102 ,"[28.30142361786673,76.99512060296009]",POWERGRID
4726,  122102 ,"[28.322433993882154,77.02070109958052]",POWERGRID
4727, dera mandi bandhwari  122005 ,"[28.424619009240235,77.15658408679413]",POWERGRID
4728,sprint3  122102 ,"[28.35628641377968,77.1518473280016]",POWERGRID
4729,sondh  122102 ,"[28.260037184416763,77.00325298141087]",POWERGRID
4730,jamalpur - fazalwas rd kharkari  122414 ,"[28.355491924115835,76.87001167631256]",POWERGRID
4731, sec 115 bajghera gurugram 122017 ,"[28.539321201650704,77.00824272671548]",POWERGRID
4732, imt manesar gurugram  122051 ,"[28.3647975365018,76.88857705293724]",POWERGRID
4733, sector 70a gurugram  122101 ,"[28.382265598482952,77.01998219003156]",POWERGRID
4734, sector 81 gurugram  122051 ,"[28.386232812092977,76.94516702190067]",POWERGRID
4735, sector 89 gurugram  122051 ,"[28.41145760121736,76.94544313468994]",POWERGRID
4736, sector h7 patli hajipur  122505 ,"[28.42162375860858,76.88286419756838]",POWERGRID
4737, idpl twp sector 22a sector 19 gurugram  122008 ,"[28.503558914199537,77.07437416413795]",POWERGRID
4738,  122503 ,"[28.360928530170526,76.84800171246219]",POWERGRID
4739,h. n 211 zhenda colony asola fatehpur beri new delhi delhi 110074 ,"[28.454013508102886,77.18720227768961]",POWERGRID
4740, gurugram  122051 ,"[28.35013250621613,76.91757410507671]",POWERGRID
4741,nh919 sehsaula  122103 ,"[28.23603494555565,77.01571107658391]",POWERGRID
4742, new delhi delhi 110047 ,"[28.451381405890913,77.13093311211458]",POWERGRID
4743, rbi officers colony mahipalpur new delhi delhi 110076 ,"[28.558080951413608,77.15046380239644]",POWERGRID
4744, bharthal bharthal village bharthal new delhi delhi 110077 ,"[28.54457666225792,77.05693466897078]",POWERGRID
4745,i.g.i. airport terminal 2 delhi 110037 ,"[28.56024107602614,77.0879957701296]",POWERGRID
4746,  122413 ,"[28.330635224786164,76.86021404289488]",POWERGRID
4747,samaypur dhauj ballabhgarh rd dhouj  121005 ,"[28.33759162434741,77.19858266725718]",POWERGRID
4748,mdr137 new delhi  110074 ,"[28.411185928062288,77.23110088837716]",POWERGRID
4749, paprawat delhi 110043 ,"[28.582959875050946,76.98707800508944]",POWERGRID
4750,s54/37 galli number 55 s block nathupur sector 24 gurugram  122010 ,"[28.486694800646358,77.10264278487153]",POWERGRID
4751, garat pur bas  122101 ,"[28.35066066578174,77.0185574451906]",POWERGRID
4752,gurjar vijay singh pathik marg garhi bazidpur  122102 ,"[28.30463112485187,77.0894727788518]",POWERGRID
4753,nekpur road pakhal  121005 ,"[28.357985430263827,77.22846079516881]",POWERGRID
4754, dera mandi new delhi delhi 110047 ,"[28.442034906510703,77.14249485691074]",POWERGRID
4755,inner college rd budhera gurugram  122006 ,"[28.480995513803407,76.90664199073841]",POWERGRID
4756, 122102 ,"[28.28957221815782,77.02697683707116]",POWERGRID
4757,link road dera village dera mandi new delhi delhi 110074 ,"[28.4345079037621,77.1815187858249]",POWERGRID
4758, fatehpur beri new delhi delhi 110047 ,"[28.458617264966364,77.17805620624448]",POWERGRID
4759,aiims road jhanjraula gurugram  122006 ,"[28.497660263793996,76.87946268835942]",POWERGRID
4760,sez road balola  122102 ,"[28.408616324043663,77.12637780033371]",POWERGRID
4761, gurugram  122413 ,"[28.32268002657358,76.90435232460656]",POWERGRID
4762, sehsaula  ,"[28.229548787381674,77.02851414368973]",POWERGRID
4763,narsinghpur sector 36 gurugram  122004 ,"[28.414011176548367,76.9933692267763]",POWERGRID
4764, 122102 ,"[28.294700981588488,77.15608363555828]",POWERGRID
4765,sh28 sondh  122103 ,"[28.26992526735865,76.99094371930725]",POWERGRID
4766, kanganheri delhi 110071 ,"[28.540391959448108,76.998413145467]",POWERGRID
4767,dewtawala mandir sherpur deri delhi 110073 ,"[28.548381005228247,76.93336220306624]",POWERGRID
4768,lifestyle - ambience mall nelson mandela marg ambience mall new delhi new delhi 110070 ,"[28.53732609958658,77.13815732060338]",POWERGRID
4769,  122051 ,"[28.32995457639181,76.95750075086899]",POWERGRID
4770,countryside avenue dlf phase 5 sector 54 gurugram  122011 ,"[28.450785458645726,77.10748576535201]",POWERGRID
4771, badusarai delhi 110071 ,"[28.52404374364467,76.97126273327851]",POWERGRID
4772, 122102 ,"[28.32324288481428,77.03997093625374]",POWERGRID
4773,a-153 vipul world sector 48 gurugram  122001 ,"[28.415542811485714,77.03590884635588]",POWERGRID
4774, delhi 110043 ,"[28.5508068435316,76.94511595125829]",POWERGRID
4775, binola  122413 ,"[28.3152978330247,76.87155691779475]",POWERGRID
4776, 121004 ,"[28.404143315360805,77.21029169824958]",POWERGRID
4777, kanganheri delhi 110071 ,"[28.535625512320145,77.00175158774668]",POWERGRID
4778,site for bus terminal gadaipur aya nagar phase 1 aya nagar new delhi delhi 110047 ,"[28.48303047566168,77.14050157245153]",POWERGRID
4779, gurugram  122004 ,"[28.409728403378264,76.96264533177265]",POWERGRID
4780,  122102 ,"[28.352656542121757,77.1219942376335]",POWERGRID
4781, mankrola gurugram  122006 ,"[28.49886430024578,76.9129485746625]",POWERGRID
4782, sector 107 gurugram  122006 ,"[28.50378464120153,76.96634348890869]",POWERGRID
